block,pika_treatment,posion_plant_treatment,year,plant,forage_efficiency,yak,month
3,pika,No S. chamaejasme,2023,forbs_8,112.3,yak_1,June
3,pika,No S. chamaejasme,2023,sedges_9,357,yak_2,June
3,pika,No S. chamaejasme,2023,grasses_10,119.8,yak_2,June
3,pika,No S. chamaejasme,2023,forbs_11,96.8,yak_2,June
3,pika,No S. chamaejasme,2023,sedges_12,405.3,yak_1,July
3,pika,No S. chamaejasme,2023,grasses_13,98.7,yak_1,July
3,pika,No S. chamaejasme,2023,forbs_14,63,yak_1,July
3,pika,No S. chamaejasme,2023,sedges_15,334.3,yak_2,July
3,pika,No S. chamaejasme,2023,grasses_16,129.1,yak_2,July
3,pika,No S. chamaejasme,2023,forbs_17,96.2,yak_2,July
3,pika,No S. chamaejasme,2023,sedges_18,245.4,yak_1,August
3,pika,No S. chamaejasme,2023,grasses_19,148,yak_1,August
3,pika,No S. chamaejasme,2023,forbs_20,71.1,yak_1,August
3,pika,No S. chamaejasme,2023,sedges_21,211.5,yak_2,August
3,pika,No S. chamaejasme,2023,grasses_22,139.1,yak_2,August
3,pika,No S. chamaejasme,2023,forbs_23,86.5,yak_2,August
4,pika,No S. chamaejasme,2023,sedges_6,285.6,yak_1,June
4,pika,No S. chamaejasme,2023,grasses_7,206.8,yak_1,June
4,pika,No S. chamaejasme,2023,forbs_8,46.6,yak_1,June
4,pika,No S. chamaejasme,2023,sedges_9,438.4,yak_2,June
4,pika,No S. chamaejasme,2023,grasses_10,207.9,yak_2,June
4,pika,No S. chamaejasme,2023,forbs_11,52.3,yak_2,June
4,pika,No S. chamaejasme,2023,sedges_12,356.7,yak_1,July
4,pika,No S. chamaejasme,2023,grasses_13,132.6,yak_1,July
4,pika,No S. chamaejasme,2023,forbs_14,77.9,yak_1,July
4,pika,No S. chamaejasme,2023,sedges_15,277.1,yak_2,July
4,pika,No S. chamaejasme,2023,grasses_16,248,yak_2,July
4,pika,No S. chamaejasme,2023,forbs_17,83.2,yak_2,July
4,pika,No S. chamaejasme,2023,sedges_18,286.6,yak_1,August
4,pika,No S. chamaejasme,2023,grasses_19,126.7,yak_1,August
4,pika,No S. chamaejasme,2023,forbs_20,62.7,yak_1,August
4,pika,No S. chamaejasme,2023,sedges_21,336,yak_2,August
4,pika,No S. chamaejasme,2023,grasses_22,227.6,yak_2,August
4,pika,No S. chamaejasme,2023,forbs_23,52.1,yak_2,August
1,no pika,S. chamaejasme,2023,sedges_6,261.3,yak_1,June
1,no pika,S. chamaejasme,2023,grasses_7,88,yak_1,June
1,no pika,S. chamaejasme,2023,forbs_8,78.1,yak_1,June
1,no pika,S. chamaejasme,2023,sedges_9,253,yak_2,June
1,no pika,S. chamaejasme,2023,grasses_10,96.9,yak_2,June
1,no pika,S. chamaejasme,2023,forbs_11,128.8,yak_2,June
1,no pika,S. chamaejasme,2023,sedges_12,187.9,yak_1,July
1,no pika,S. chamaejasme,2023,grasses_13,87.6,yak_1,July
1,no pika,S. chamaejasme,2023,forbs_14,101.9,yak_1,July
1,no pika,S. chamaejasme,2023,sedges_15,230.5,yak_2,July
1,no pika,S. chamaejasme,2023,grasses_16,106.5,yak_2,July
1,no pika,S. chamaejasme,2023,forbs_17,69,yak_2,July
1,no pika,S. chamaejasme,2023,sedges_18,154.3,yak_1,August
1,no pika,S. chamaejasme,2023,grasses_19,64.6,yak_1,August
1,no pika,S. chamaejasme,2023,forbs_20,123.9,yak_1,August
1,no pika,S. chamaejasme,2023,sedges_21,267.3,yak_2,August
1,no pika,S. chamaejasme,2023,grasses_22,104.5,yak_2,August
1,no pika,S. chamaejasme,2023,forbs_23,125.3,yak_2,August
2,no pika,S. chamaejasme,2023,sedges_6,145.8,yak_1,June
2,no pika,S. chamaejasme,2023,grasses_7,99.3,yak_1,June
2,no pika,S. chamaejasme,2023,forbs_8,68.8,yak_1,June
2,no pika,S. chamaejasme,2023,sedges_9,157.9,yak_2,June
2,no pika,S. chamaejasme,2023,grasses_10,140,yak_2,June
2,no pika,S. chamaejasme,2023,forbs_11,71.4,yak_2,June
2,no pika,S. chamaejasme,2023,sedges_12,252.3,yak_1,July
2,no pika,S. chamaejasme,2023,grasses_13,131,yak_1,July
2,no pika,S. chamaejasme,2023,forbs_14,67.1,yak_1,July
2,no pika,S. chamaejasme,2023,sedges_15,257.9,yak_2,July
2,no pika,S. chamaejasme,2023,grasses_16,73.9,yak_2,July
2,no pika,S. chamaejasme,2023,forbs_17,89.3,yak_2,July
2,no pika,S. chamaejasme,2023,sedges_18,222.8,yak_1,August
2,no pika,S. chamaejasme,2023,grasses_19,94.7,yak_1,August
2,no pika,S. chamaejasme,2023,forbs_20,99.5,yak_1,August
2,no pika,S. chamaejasme,2023,sedges_21,163,yak_2,August
2,no pika,S. chamaejasme,2023,grasses_22,127.4,yak_2,August
2,no pika,S. chamaejasme,2023,forbs_23,86.4,yak_2,August
3,no pika,S. chamaejasme,2023,sedges_6,132.8,yak_1,June
3,no pika,S. chamaejasme,2023,grasses_7,107.3,yak_1,June
3,no pika,S. chamaejasme,2023,forbs_8,126.1,yak_1,June
3,no pika,S. chamaejasme,2023,sedges_9,177.8,yak_2,June
3,no pika,S. chamaejasme,2023,grasses_10,114.3,yak_2,June
3,no pika,S. chamaejasme,2023,forbs_11,79.8,yak_2,June
3,no pika,S. chamaejasme,2023,sedges_12,178.4,yak_1,July
3,no pika,S. chamaejasme,2023,grasses_13,105.8,yak_1,July
3,no pika,S. chamaejasme,2023,forbs_14,52.3,yak_1,July
3,no pika,S. chamaejasme,2023,sedges_15,209.4,yak_2,July
3,no pika,S. chamaejasme,2023,grasses_16,115.9,yak_2,July
3,no pika,S. chamaejasme,2023,forbs_17,76.3,yak_2,July
3,no pika,S. chamaejasme,2023,sedges_18,229,yak_1,August
3,no pika,S. chamaejasme,2023,grasses_19,81.5,yak_1,August
3,no pika,S. chamaejasme,2023,forbs_20,68.8,yak_1,August
3,no pika,S. chamaejasme,2023,sedges_21,181.1,yak_2,August
3,no pika,S. chamaejasme,2023,grasses_22,206.1,yak_2,August
3,no pika,S. chamaejasme,2023,forbs_23,73.5,yak_2,August
4,no pika,S. chamaejasme,2023,sedges_6,137.3,yak_1,June
4,no pika,S. chamaejasme,2023,grasses_7,122.1,yak_1,June
4,no pika,S. chamaejasme,2023,forbs_8,173.8,yak_1,June
4,no pika,S. chamaejasme,2023,sedges_9,137.6,yak_2,June
4,no pika,S. chamaejasme,2023,grasses_10,129,yak_2,June
4,no pika,S. chamaejasme,2023,forbs_11,63.3,yak_2,June
4,no pika,S. chamaejasme,2023,sedges_12,83.2,yak_1,July
4,no pika,S. chamaejasme,2023,grasses_13,100.7,yak_1,July
4,no pika,S. chamaejasme,2023,forbs_14,44,yak_1,July
4,no pika,S. chamaejasme,2023,sedges_15,121.5,yak_2,July
4,no pika,S. chamaejasme,2023,grasses_16,81.3,yak_2,July
4,no pika,S. chamaejasme,2023,forbs_17,117.3,yak_2,July
4,no pika,S. chamaejasme,2023,sedges_18,237.1,yak_1,August
4,no pika,S. chamaejasme,2023,grasses_19,122,yak_1,August
4,no pika,S. chamaejasme,2023,forbs_20,82.8,yak_1,August
4,no pika,S. chamaejasme,2023,sedges_21,188.8,yak_2,August
4,no pika,S. chamaejasme,2023,grasses_22,112.3,yak_2,August
4,no pika,S. chamaejasme,2023,forbs_23,68.8,yak_2,August
1,pika,S. chamaejasme,2023,sedges_6,211.7,yak_1,June
1,pika,S. chamaejasme,2023,grasses_7,297.6,yak_1,June
1,pika,S. chamaejasme,2023,forbs_8,70.1,yak_1,June
1,pika,S. chamaejasme,2023,sedges_9,195.8,yak_2,June
1,pika,S. chamaejasme,2023,grasses_10,168,yak_2,June
1,pika,S. chamaejasme,2023,forbs_11,126,yak_2,June
1,pika,S. chamaejasme,2023,sedges_12,414.1,yak_1,July
1,pika,S. chamaejasme,2023,grasses_13,121.3,yak_1,July
1,pika,S. chamaejasme,2023,forbs_14,104.6,yak_1,July
1,pika,S. chamaejasme,2023,sedges_15,326.8,yak_2,July
1,pika,S. chamaejasme,2023,grasses_16,147.1,yak_2,July
1,pika,S. chamaejasme,2023,forbs_17,140,yak_2,July
1,pika,S. chamaejasme,2023,sedges_18,383.1,yak_1,August
1,pika,S. chamaejasme,2023,grasses_19,171.9,yak_1,August
1,pika,S. chamaejasme,2023,forbs_20,82.9,yak_1,August
1,pika,S. chamaejasme,2023,sedges_21,344.3,yak_2,August
1,pika,S. chamaejasme,2023,grasses_22,146.8,yak_2,August
1,pika,S. chamaejasme,2023,forbs_23,113.2,yak_2,August
2,pika,S. chamaejasme,2023,sedges_6,281.8,yak_1,June
2,pika,S. chamaejasme,2023,grasses_7,129.3,yak_1,June
2,pika,S. chamaejasme,2023,forbs_8,131.5,yak_1,June
2,pika,S. chamaejasme,2023,sedges_9,321.4,yak_2,June
2,pika,S. chamaejasme,2023,grasses_10,77.9,yak_2,June
2,pika,S. chamaejasme,2023,forbs_11,122.9,yak_2,June
2,pika,S. chamaejasme,2023,sedges_12,308.7,yak_1,July
2,pika,S. chamaejasme,2023,grasses_13,196.9,yak_1,July
2,pika,S. chamaejasme,2023,forbs_14,55.7,yak_1,July
2,pika,S. chamaejasme,2023,sedges_15,272.7,yak_2,July
2,pika,S. chamaejasme,2023,grasses_16,169.9,yak_2,July
2,pika,S. chamaejasme,2023,forbs_17,113.4,yak_2,July
2,pika,S. chamaejasme,2023,sedges_18,275.3,yak_1,August
2,pika,S. chamaejasme,2023,grasses_19,144.3,yak_1,August
2,pika,S. chamaejasme,2023,forbs_20,72.6,yak_1,August
2,pika,S. chamaejasme,2023,sedges_21,323.3,yak_2,August
2,pika,S. chamaejasme,2023,grasses_22,101.3,yak_2,August
2,pika,S. chamaejasme,2023,forbs_23,93.8,yak_2,August
3,pika,S. chamaejasme,2023,sedges_6,176.8,yak_1,June
3,pika,S. chamaejasme,2023,grasses_7,86.6,yak_1,June
3,pika,S. chamaejasme,2023,forbs_8,88.3,yak_1,June
3,pika,S. chamaejasme,2023,sedges_9,225.9,yak_2,June
3,pika,S. chamaejasme,2023,grasses_10,136.4,yak_2,June
3,pika,S. chamaejasme,2023,forbs_11,105.3,yak_2,June
3,pika,S. chamaejasme,2023,sedges_12,360.3,yak_1,July
3,pika,S. chamaejasme,2023,grasses_13,148.8,yak_1,July
3,pika,S. chamaejasme,2023,forbs_14,37.6,yak_1,July
3,pika,S. chamaejasme,2023,sedges_15,188.3,yak_2,July
3,pika,S. chamaejasme,2023,grasses_16,143.8,yak_2,July
3,pika,S. chamaejasme,2023,forbs_17,91.5,yak_2,July
3,pika,S. chamaejasme,2023,sedges_18,271.3,yak_1,August
3,pika,S. chamaejasme,2023,grasses_19,213.4,yak_1,August
3,pika,S. chamaejasme,2023,forbs_20,89,yak_1,August
3,pika,S. chamaejasme,2023,sedges_21,302.8,yak_2,August
3,pika,S. chamaejasme,2023,grasses_22,110.4,yak_2,August
3,pika,S. chamaejasme,2023,forbs_23,86.5,yak_2,August
4,pika,S. chamaejasme,2023,sedges_6,161.7,yak_1,June
4,pika,S. chamaejasme,2023,grasses_7,124.6,yak_1,June
4,pika,S. chamaejasme,2023,forbs_8,136,yak_1,June
4,pika,S. chamaejasme,2023,sedges_9,218.8,yak_2,June
4,pika,S. chamaejasme,2023,grasses_10,127.1,yak_2,June
4,pika,S. chamaejasme,2023,forbs_11,60.9,yak_2,June
4,pika,S. chamaejasme,2023,sedges_12,241.9,yak_1,July
4,pika,S. chamaejasme,2023,grasses_13,129,yak_1,July
4,pika,S. chamaejasme,2023,forbs_14,69.3,yak_1,July
4,pika,S. chamaejasme,2023,sedges_15,224.5,yak_2,July
4,pika,S. chamaejasme,2023,grasses_16,153.9,yak_2,July
4,pika,S. chamaejasme,2023,forbs_17,119,yak_2,July
4,pika,S. chamaejasme,2023,sedges_18,392.4,yak_1,August
4,pika,S. chamaejasme,2023,grasses_19,261.7,yak_1,August
4,pika,S. chamaejasme,2023,forbs_20,132.7,yak_1,August
4,pika,S. chamaejasme,2023,sedges_21,290,yak_2,August
4,pika,S. chamaejasme,2023,grasses_22,190.1,yak_2,August
4,pika,S. chamaejasme,2023,forbs_23,116,yak_2,August
